,Title,Published_date,Views,Likes,Comments,Identity
4509,30-Minute Standing Cardio Workout,2019-08-18,6722551,69021,1651,POPSUGAR Fitness
4510,30-Minute Low-Impact Dance Grooves Workout,2019-08-11,1714344,20581,500,POPSUGAR Fitness
4511,25-Minute Runner's Recovery Workout,2019-08-04,335593,3809,109,POPSUGAR Fitness
4512,30-Minute All-Levels Cardio Dance Workout,2019-07-28,3463970,49997,1772,POPSUGAR Fitness
4513,30-Minute Old-School Hip-Hop Grooves Workout,2019-07-21,869468,15074,626,POPSUGAR Fitness
4514,30-Minute Full-Body Strength-Training Workout With Weights,2019-07-14,3628130,53613,1067,POPSUGAR Fitness
4515,30-Minute Calorie-Torching Cardio Dance and HIIT Drills Workout,2019-07-07,464685,5940,157,POPSUGAR Fitness
4516,This 21-Day Workout Plan Is Designed For You to Get Fit and Build Strength!,2019-07-01,69223,699,31,POPSUGAR Fitness
4517,30-Minute No-Equipment HIIT Workout,2019-06-30,844822,11762,385,POPSUGAR Fitness
4518,"30-Minute Dance, Box, & Booty Burn Workout!",2019-06-16,530844,6038,158,POPSUGAR Fitness
4519,30-Minute Island Vibes Cardio Dance & Booty Toning Workout,2019-06-16,2101834,27359,719,POPSUGAR Fitness
4520,25-Minute Tone It Up Total-Body Boot Camp,2019-06-09,1211890,13612,283,POPSUGAR Fitness
4521,Have a Blast With This Family Fun Cardio Workout!,2019-06-02,13517446,49826,3488,POPSUGAR Fitness
4522,Introducing 30 Days to a Flat Belly,2019-05-31,60436,1091,30,POPSUGAR Fitness
4523,10-Minute Summer Sweat and Sculpted Abs Workout!,2019-05-26,337556,5042,118,POPSUGAR Fitness
4524,30-Minute Dance and Cardio Kickboxing Workout,2019-05-14,4569449,88724,1351,POPSUGAR Fitness
4525,30-Minute No-Equipment Cardio and Core Workout With Massy Arias,2019-05-12,3572037,40926,737,POPSUGAR Fitness
4526,It's a Throwback Dance Party Even Your Mom Will Love,2019-05-05,238701,3026,135,POPSUGAR Fitness
4527,30-Minute Cardio Dance & Sculpting Workout,2019-05-01,429053,6111,229,POPSUGAR Fitness
4528,The Fitness Line-up At PopSugar Play/Ground 2019 Is HUGE!,2019-04-30,17012,303,19,POPSUGAR Fitness
4529,10-Minute Quick Core Workout,2019-04-28,1248275,10637,204,POPSUGAR Fitness
4530,30-Minute Feel-Good Strength and Cardio Workout,2019-04-21,1099717,9628,237,POPSUGAR Fitness
4531,30-Minute Cardio Dance and Barre Toning Workout,2019-04-17,1019441,13890,259,POPSUGAR Fitness
4532,30-Minute Cardio Dance Workout,2019-04-14,913787,11037,247,POPSUGAR Fitness
4533,Introducing Glow!,2019-04-10,62169,746,51,POPSUGAR Fitness
4534,30-Minute Hip-Hop Fit Workout,2019-04-10,11727520,156769,3223,POPSUGAR Fitness
4535,Sneak Peak: 30-Minute Full-Body Cardio & Toning Workout From Jake DuPree,2019-04-07,122042,1714,176,POPSUGAR Fitness
4536,30-Minute Cardio Latin Dance Workout,2019-04-03,29154395,354124,9126,POPSUGAR Fitness
4537,25-Minute Rumble No-Equipment Cardio-Boxing Workout,2019-03-31,1684107,29271,489,POPSUGAR Fitness
4538,30-Minute Calorie-Burning Cardio Dance to Get Your Heart Rate Up!,2019-03-27,1040671,12998,487,POPSUGAR Fitness
4539,New Series Alert! Introducing Dance FitSugar — the Dance Series You've Been Asking For!,2019-03-27,91937,1632,153,POPSUGAR Fitness
4540,30-Minute No-Equipment Abs and Butt-Toning Workout,2019-03-24,10986846,160565,2713,POPSUGAR Fitness
4541,30-Minute No-Equipment Cardio Kickboxing Workout,2019-03-17,6565630,82959,2467,POPSUGAR Fitness
4542,30-Minute No-Equipment Cardio & HIIT Workout,2019-03-10,12825445,139724,3415,POPSUGAR Fitness
4543,30-Minute Power Yoga For a Sculpted Core,2019-03-03,688612,9706,389,POPSUGAR Fitness
4544,10-Minute No-Squat Booty Workout With Love Sweat Fitness,2019-02-24,589648,8374,155,POPSUGAR Fitness
4545,30-Minute No-Equipment At-Home Cardio and Abs-Toning Workout,2019-02-17,628286,7943,232,POPSUGAR Fitness
4546,A No-Equipment Glutes Workout From STRONG by Zumba — It’s Only 7 Minutes,2019-02-10,334831,4514,84,POPSUGAR Fitness
4547,"Work Your Arms, Back, and Chest With This 7-Minute No-Equipment STRONG by Zumba Workout",2019-02-08,381822,5001,75,POPSUGAR Fitness
4548,Fire Up Your Core With This 7-Minute Ab Workout From STRONG by Zumba,2019-02-05,427383,4788,86,POPSUGAR Fitness
4549,7-Minute STRONG by Zumba Leg Workout,2019-02-03,489642,8613,209,POPSUGAR Fitness
4550,40-Minute No-Equipment Cardio and Sculpting Workout,2019-01-27,1509279,22830,562,POPSUGAR Fitness
4551,10-Minute Strong Beginner's Body Workout,2019-01-23,293773,4974,143,POPSUGAR Fitness
4552,30-Minute High-Intensity Workout That Fuses Cardio and Pilates Moves,2019-01-20,1380451,17537,526,POPSUGAR Fitness
4553,Anna Renderer Shares an Inspiring Message For All New Moms,2019-01-16,172905,6279,536,POPSUGAR Fitness
4554,30-Minute Strength Training Workout With Dumbbells,2019-01-13,2028593,25962,796,POPSUGAR Fitness
4555,45-Minute Cardio Kickboxing Boot Camp With The Hollywood Trainer Jeanette Jenkins,2019-01-03,3055572,35355,708,POPSUGAR Fitness
4556,30-Minute No-Equipment Full-Body HIIT With Tabata Intervals,2018-12-30,1402145,14322,474,POPSUGAR Fitness
4557,4-Minute No-Equipment Arm Dancing Workout,2018-12-29,446567,5188,50,POPSUGAR Fitness
4558,45-Minute Nike Bootcamp Workout,2018-12-23,414432,5416,152,POPSUGAR Fitness
4559,30-Minute Cardio-Boxing Workout,2018-12-16,1609868,20120,538,POPSUGAR Fitness
4560,45-Minute No Equipment Barre Workout That Fuses Cardio + Toning,2018-12-09,2620004,32411,851,POPSUGAR Fitness
4561,"10-Minute, Low-Impact Cardio Workout That Burns Major Calories",2018-12-02,378181,4743,98,POPSUGAR Fitness
4562,15-Minute Booty Burner Workout,2018-11-27,215386,4268,72,POPSUGAR Fitness
4563,"10-Minute No-Equipment, At-Home Cardio Workout",2018-11-25,1809170,17804,474,POPSUGAR Fitness
4564,30-Minute Cardio Dance Workout Celebrities Love,2018-11-21,2820839,50453,496,POPSUGAR Fitness
4565,30-Minute Cardio and Strength-Training Workout For a Mood Boost,2018-11-18,910591,10526,275,POPSUGAR Fitness
4566,30-Minute Caribbean Dance Workout,2018-11-11,1057978,15519,584,POPSUGAR Fitness
4567,30-Minute Full-Body Barre Bootcamp Workout,2018-11-04,491661,6011,146,POPSUGAR Fitness
4568,30-Minute Belly Dancing Workout For a Toned Core,2018-10-28,3350682,52959,1016,POPSUGAR Fitness
4569,30-Minute Fat-Burning Full-Body Workout,2018-10-21,972053,14529,370,POPSUGAR Fitness
4570,40-Minute Cardio Pilates and Strength Workout,2018-10-14,1597970,19545,326,POPSUGAR Fitness
4571,30-Minute At-Home Cardio Boxing and Kickboxing Workout,2018-10-07,2113553,24338,577,POPSUGAR Fitness
4572,10-Minute Flat-Belly Barre Workout,2018-09-30,199220,4106,77,POPSUGAR Fitness
4573,30-Minute Sexy Dance Cardio,2018-09-23,501151,6637,195,POPSUGAR Fitness
4574,45-Minute Calorie-Burning Ab-Blast Workout With The Hollywood Trainer Jeanette Jenkins,2018-09-09,5981959,65858,1216,POPSUGAR Fitness
4575,15-Minute Arms of Steel Workout,2018-09-02,235668,3827,109,POPSUGAR Fitness
4576,30-Minute Strong Legs and Core Workout,2018-08-27,645770,7603,180,POPSUGAR Fitness
4577,10-Minute No-Equipment Flat-Belly Workout,2018-08-26,1279357,13428,197,POPSUGAR Fitness
4578,30-Minute Full-Body HIIT Workout to Torch Calories,2018-08-19,770342,9261,274,POPSUGAR Fitness
4579,Anna's Taking a Break,2018-08-15,152529,5971,670,POPSUGAR Fitness
4580,30-Minute Cardio Dance and Boxing Workout,2018-08-05,370296,4666,211,POPSUGAR Fitness
4581,20-Minute Victoria Sport Workout For Toned Abs and Legs,2018-07-29,2802014,25311,511,POPSUGAR Fitness
4582,"45-Minute Calorie-Torching, Low-Impact Workout",2018-07-22,901675,11745,397,POPSUGAR Fitness
4583,20-Minute Victoria Sport Low-Impact Butt- and Abs-Toning Workout,2018-07-15,1135673,15533,301,POPSUGAR Fitness
4584,40-Minute Cardio and Booty-Burning Barre Workout,2018-07-08,887245,14948,422,POPSUGAR Fitness
4585,20-Minute Full-Body Pregnancy Workout,2018-07-01,400511,4772,138,POPSUGAR Fitness
4586,Anna Renderer's Pregnancy Update,2018-06-26,112490,3042,339,POPSUGAR Fitness
4587,25-Minute Victoria Sport High Impact Cardio & Lower Body Workout,2018-06-24,2057329,21320,501,POPSUGAR Fitness
4588,30-Minute Calorie-Torching HIIT Workout With Weights,2018-06-17,1041807,11951,671,POPSUGAR Fitness
4589,10-Minute Tabata Workout to Sweat Away Stress,2018-06-10,914982,9300,160,POPSUGAR Fitness
4590,15-Minute Bounce-Back Cardio Dance Workout,2018-06-03,8347468,79248,1374,POPSUGAR Fitness
4591,Anna Renderer's Pregnancy Update,2018-05-31,116322,4162,411,POPSUGAR Fitness
4592,"30-Minute Calorie-Burning, Toning Workout From the NW Method",2018-05-27,271330,3715,163,POPSUGAR Fitness
4593,30-Minute No-Equipment Cardio and Strength-Conditioning Workout,2018-05-20,2939615,34339,1117,POPSUGAR Fitness
4594,Partner Bodyweight Workout,2018-05-13,95249,1836,37,POPSUGAR Fitness
4595,45-Minute Cardio and Toning Workout With Weights,2018-05-08,614466,6810,308,POPSUGAR Fitness
4596,10-Minute Arm-Toning Workout With Weights,2018-05-06,527767,5554,90,POPSUGAR Fitness
4597,10-Minute Jump Cardio Workout You Can Do Anywhere,2018-05-05,309131,4853,203,POPSUGAR Fitness
4598,"10-Minute Sexy, Sculpted Arms, Back and Shoulders Workout",2018-05-02,608116,4939,102,POPSUGAR Fitness
4599,30-Minute Boot Camp For All Fitness Levels!,2018-04-30,567136,5647,100,POPSUGAR Fitness
4600,15-Minute Get-Back Workout With Harley Pasternak For Better Posture and a Leaner Body,2018-04-29,228519,3864,178,POPSUGAR Fitness
4601,10-Minute Partner Tabata For a Full-Body Tone,2018-04-22,100478,1594,47,POPSUGAR Fitness
4602,Burn 300 Calories in 30 Minutes With This Workout With Weights,2018-04-16,1147044,11676,417,POPSUGAR Fitness
4603,15-Minute No-Equipment At-Home Cardio Workout Including Low-Impact Modifications,2018-04-15,918604,8838,180,POPSUGAR Fitness
4604,"15-Minute No-Equipment, Full-Body Tabata Workout",2018-04-08,804842,7364,174,POPSUGAR Fitness
4605,"Booty-, Thigh-, and Abs-Toning Workout From a Victoria's Secret Model Trainer",2018-04-01,1083502,16361,634,POPSUGAR Fitness
4606,30-Minute Cardio Dance and Yoga Hybrid Take Flight,2018-03-25,598912,7757,370,POPSUGAR Fitness
4607,Anna Renderer's Exciting News,2018-03-19,172073,10044,1406,POPSUGAR Fitness
4608,"30-Minute BodyCombat-Inspired Workout With Boxing, Kung Fu, and Muay Thai",2018-03-18,5238930,58628,1168,POPSUGAR Fitness
4609,30-Minute Cardio Dance and Sculpting Workout With Sliders,2018-03-11,578331,7631,213,POPSUGAR Fitness
4610,"30-Minute Strength, Cardio, and Pilates Core Workout",2018-03-04,3839821,38203,833,POPSUGAR Fitness
4611,30-Minute No-Equipment Barre Sculpting Workout,2018-02-25,6757288,73365,1470,POPSUGAR Fitness
4612,10-Minute Booty Shaping Workout,2018-02-20,5905974,81065,4456,POPSUGAR Fitness
4613,30-Minute At-Home Boxing Workout,2018-02-18,4996678,75487,1133,POPSUGAR Fitness
4614,Bollywood Dance Workout to Have a Blast While Burning Calories,2018-02-11,2803308,31768,747,POPSUGAR Fitness
4615,Love Letter To Myself With Iskra Lawrence,2018-02-06,28003,1007,36,POPSUGAR Fitness
4616,10-Minute Flat Belly Super Tabata Workout,2018-02-06,1918719,21693,385,POPSUGAR Fitness
4617,30-Minute Full-Body Jennifer Lopez Workout,2018-02-04,595334,8381,172,POPSUGAR Fitness
4618,10-Minute 6-Pack Abs and Perfect Posture With Jason Wimberly,2018-01-28,232495,4076,68,POPSUGAR Fitness
4619,PopSugar Tries: The Paper Challenge,2018-01-25,581085,4065,141,POPSUGAR Fitness
4620,30-Minute Hip-Hop Tabata to Torch Calories,2018-01-21,31576616,469511,11893,POPSUGAR Fitness
4621,20-Minute STRONG by Zumba Cardio and Full-Body Toning Workout,2018-01-14,16981653,140156,2696,POPSUGAR Fitness
4622,Selena Gomez's Trainer's 45-Minute Toning Workout,2018-01-07,525687,6188,205,POPSUGAR Fitness
4623,45-Minute Full-Body Sculpting Workout With Love Sweat Fitness,2018-01-02,1241739,14154,351,POPSUGAR Fitness
4624,"30-Minute Calorie-Burning, Tabata-Style HIIT Workout",2017-12-31,1397313,15112,607,POPSUGAR Fitness
4625,10-Minute Fast and Furious Flat-Belly Workout,2017-12-24,1387925,15069,117,POPSUGAR Fitness
4626,20-Minute Ab-Blast Dance Cardio Workout,2017-12-17,161086,1410,73,POPSUGAR Fitness
4627,3-Minute Ab Blast Dance From Dance Fitness With Jessica,2017-12-16,78843,1176,42,POPSUGAR Fitness
4628,30-Minute Yoga With Adriene to Reduce Stress,2017-12-10,295392,3963,167,POPSUGAR Fitness
4629,30-Minute Calorie-Torching Cardio Workout With Weights,2017-12-03,1854637,20237,503,POPSUGAR Fitness
4630,Burn 600 Calories in a 60-Minute Workout With Jeanette Jenkins,2017-11-26,35194844,390084,8954,POPSUGAR Fitness
4631,"30-Minute, Kickboxing-Inspired Dance Cardio Workout",2017-11-19,1588211,20144,409,POPSUGAR Fitness
4632,30-Minute Feel Good Dance Cardio Workout To Burn Calories,2017-11-12,3593219,34607,886,POPSUGAR Fitness
4633,Burn 500 Calories in a 45-Minute Boxing Workout With Christa DiPaolo,2017-11-05,3848959,39937,1174,POPSUGAR Fitness
4634,5 Minutes to Punch & Kick Stress to the Curb,2017-11-02,119970,2299,54,POPSUGAR Fitness
4635,30-Minute Sexy Cardio Dance Vixen Workout,2017-10-29,4265272,58951,1186,POPSUGAR Fitness
4636,7 Self-Defense Essentials to Protect Yourself,2017-10-25,363462,9294,440,POPSUGAR Fitness
4637,30-Minute Cardio Pilates For a Flat Belly,2017-10-22,1088829,11116,158,POPSUGAR Fitness
4638,8-Minute Flat-Belly Workout With Astrid Swan,2017-10-18,1195250,9241,121,POPSUGAR Fitness
4639,30-Minute Leg-Toning and Booty-Burning Workout With Jake DuPree,2017-10-15,1410491,18676,592,POPSUGAR Fitness
4640,10-Minute Barre Arms and Abs Workout With Light or No Weight,2017-10-11,262698,4061,122,POPSUGAR Fitness
4641,10-Minute Leg-Toning Barre Workout,2017-10-09,122731,2101,42,POPSUGAR Fitness
4642,30-Minute No-Equipment Cardio Workout to Burn Calories,2017-10-08,1355752,14943,453,POPSUGAR Fitness
4643,5-Minute Flat Belly Abs Workout with Jake DuPree,2017-10-02,583576,7761,192,POPSUGAR Fitness
4644,40-Minute Toned-Body Workout,2017-10-01,702923,8264,190,POPSUGAR Fitness
4645,30-Minute Yoga-Barre Hybrid Workout to Empower Your Body & Mind,2017-09-26,304253,3353,172,POPSUGAR Fitness
4646,5-Minute Fit Body Guide Workout With Anna Victoria,2017-09-25,64691,1066,11,POPSUGAR Fitness
4647,30-Minute Full-Body Toning Workout With Demi Lovato's Trainer,2017-09-24,487869,6205,133,POPSUGAR Fitness
4648,3 Moves to Jump-Start Your Metabolism,2017-09-20,27181,499,8,POPSUGAR Fitness
4649,15-Minute Ab- and Booty-Toning Workout,2017-09-20,169233,2463,42,POPSUGAR Fitness
4650,10-Minute Tight Booty & Toned Thighs Workout,2017-09-18,405101,6106,56,POPSUGAR Fitness
4651,20-Minute Fit and Sexy Workout,2017-09-17,730375,6484,91,POPSUGAR Fitness
4652,5-Minute Hip-Hop Dance Cardio,2017-09-12,496843,5177,98,POPSUGAR Fitness
4653,"30-Minute, No-Equipment Toning and Calorie-Burning Workout From Anna Victoria",2017-09-10,1351844,14767,305,POPSUGAR Fitness
4654,3-Minute Light or No Weight Arm Workout,2017-09-06,56523,935,9,POPSUGAR Fitness
4655,7-Minute Ab Workout With Postpregnancy Modifications,2017-09-05,43176,1046,13,POPSUGAR Fitness
4656,"45-Minute Abs, Ass, and Attitude Workout",2017-09-03,1380312,16742,273,POPSUGAR Fitness
4657,5-Minute Squat Workout for a Tight Booty,2017-08-29,1896072,14503,171,POPSUGAR Fitness
4658,5 Moves to Burn Calories,2017-08-28,28292,485,6,POPSUGAR Fitness
4659,30-Minute Barre Toning and Hip-Hop Dance Workout,2017-08-27,374258,4078,111,POPSUGAR Fitness
4660,The Game of Thrones Finale Partner Workout,2017-08-24,17986,337,17,POPSUGAR Fitness
4661,7 Low-Impact Moves to Torch Calories,2017-08-23,20495,711,9,POPSUGAR Fitness
4662,5 Pilates Moves For a Flat Belly,2017-08-22,55527,1330,8,POPSUGAR Fitness
4663,4-Minute HIIT Workout to Torch Calories,2017-08-21,50613,768,11,POPSUGAR Fitness
4664,Low-Impact Cardio Workout,2017-08-20,1479516,14492,288,POPSUGAR Fitness
4665,30-Minute Calorie-Torching Bodyweight Workout,2017-08-16,343165,3258,146,POPSUGAR Fitness
4666,Shaun T's 3 Exercises For Flat Abs Using a Chair,2017-08-15,29177,911,10,POPSUGAR Fitness
4667,4x4 20-Minute Workout,2017-08-13,308438,3756,154,POPSUGAR Fitness
4668,2-Minutes-to-a-Flat-Belly Workout,2017-08-08,112291,2499,35,POPSUGAR Fitness
4669,4 Moves For a Tight and Toned Booty | Class FitSugar,2017-08-07,36867,990,14,POPSUGAR Fitness
4670,45-Minute Full-Body Toning Workout With Jake DuPree,2017-08-06,2675248,30633,1239,POPSUGAR Fitness
4671,"4-Minute No-Weight, Arm Toning Workout | Class FitSugar",2017-08-02,5352013,40904,505,POPSUGAR Fitness
4672,Shaun T's 8-Minute Flat-Abs Workout,2017-08-01,863412,15689,198,POPSUGAR Fitness
4673,Partner Workout Challenge,2017-07-31,24696,382,9,POPSUGAR Fitness
4674,30-Minute Cardio Dance Workout,2017-07-30,4225275,48249,2164,POPSUGAR Fitness
4675,How Childhood Teasing Lead 1 Woman to Become an Empowered Athletic Trainer,2017-07-28,17619,504,18,POPSUGAR Fitness
4676,Kayla Itsines Full-Body Workout With Weights,2017-07-26,252130,3435,26,POPSUGAR Fitness
4677,Game of Thrones Workout Game | Class FitSugar,2017-07-24,21986,445,17,POPSUGAR Fitness
4678,45-Minute Cardio Pilates Total Body Workout,2017-07-23,4676447,51443,823,POPSUGAR Fitness
4679,Kayla Itsines's Kettlebell and Weight-Training Circuit | Class FitSugar,2017-07-19,42410,754,8,POPSUGAR Fitness
4680,"The 3 Best Ab Moves You Aren't Doing, Beginner and Advanced | Class FitSugar",2017-07-17,39795,1094,8,POPSUGAR Fitness
4681,30-Minute Cardio-Dance modelFIT Workout,2017-07-16,6846694,59956,810,POPSUGAR Fitness
4682,Kayla Itsines's Weight-Strengthening Circuit | Class FitSugar,2017-07-12,50398,1168,10,POPSUGAR Fitness
4683,"No More Excuses, Here’s How to Stay Active on Your Period",2017-07-11,114431,1175,93,POPSUGAR Fitness
4684,The Bachelorette Workout Game | Class FitSugar,2017-07-10,17995,317,17,POPSUGAR Fitness
4685,30-Minute Abs & Booty-Toning Workout | Class FitSugar,2017-07-09,6750762,74827,891,POPSUGAR Fitness
4686,"3 Moves That Tone Your Full Body, Advanced and Beginner | Class FitSugar",2017-07-05,41605,952,7,POPSUGAR Fitness
4687,30-Minute Full-Body Strength-Training Workout,2017-07-03,932198,11170,234,POPSUGAR Fitness
4688,45-Minute Tabata Workout to Torch Calories | Class FitSugar,2017-07-02,3492055,42400,1387,POPSUGAR Fitness
4689,3 Core Moves to Improve Your Run | Class FitSugar,2017-06-30,22287,592,6,POPSUGAR Fitness
4690,10-Minute Core Workout For Runners,2017-06-28,143002,2004,37,POPSUGAR Fitness
4691,5-Move Lazy-Girl Total-Body Toning Circuit | Class FitSugar,2017-06-26,61788,1023,6,POPSUGAR Fitness
4692,20-Minute HIIT Workout,2017-06-25,865886,7765,192,POPSUGAR Fitness
4693,3 Low-Impact Moves That Burn More Calories Than Running  | Class FitSugar,2017-06-21,35175,983,8,POPSUGAR Fitness
4694,5 Moves to Unleash Your Inner Wonder Woman  | Class FitSugar,2017-06-19,29015,549,14,POPSUGAR Fitness
4695,Beginner Low-Impact Cardio | 15 Minutes,2017-06-18,4637227,45135,779,POPSUGAR Fitness
4696,Squat Your Dog Fitness Challenge | Class FitSugar,2017-06-15,60484,985,81,POPSUGAR Fitness
4697,1 Move to Burn Calories With a Buddy | Class FitSugar,2017-06-14,24665,320,13,POPSUGAR Fitness
4698,15-Minute Baywatch Core-and-Balance Workout,2017-06-12,162518,2498,43,POPSUGAR Fitness
4699,Burn 400 Calories in 40 Minutes With This Bodyweight Workout,2017-06-11,2680256,28178,577,POPSUGAR Fitness
4700,5 Moves to Use Your Free Weight as a Kettlebell | Class FitSugar,2017-06-07,21582,583,17,POPSUGAR Fitness
4701,This Trainer Turned a Failed Career Into Her Strength,2017-06-06,72093,476,10,POPSUGAR Fitness
4702,200-Rep Bodyweight Workout,2017-06-04,238962,3252,96,POPSUGAR Fitness
4703,Shadow-Boxing Workout For Seriously Toned Abs & Arms,2017-06-01,1099127,22934,390,POPSUGAR Fitness
4704,3 Moves to Make Your Metabolism Soar | Class FitSugar,2017-05-31,27525,808,9,POPSUGAR Fitness
4705,20-Minute Full-Body Workout Mashup | Class FitSugar,2017-05-29,123814,1543,52,POPSUGAR Fitness
4706,45-Minute Workout With Weights to Boost Your Metabolism,2017-05-28,1836025,17935,366,POPSUGAR Fitness
4707,5 Moves to Transform Your Body Using a Wall | Class FitSugar,2017-05-24,55834,1852,21,POPSUGAR Fitness
4708,This Fierce Trainer Is Blending Ballet With Boxing,2017-05-23,38595,1246,25,POPSUGAR Fitness
4709,Standing Ab Workout With Weights,2017-05-21,556316,6689,68,POPSUGAR Fitness
4710,This Personal Trainer Explains How Fitness Helps Her Heal,2017-05-18,22544,616,11,POPSUGAR Fitness
4711,10 Moves For Tight and Toned Thighs | Class FitSugar,2017-05-17,45565,1447,23,POPSUGAR Fitness
4712,20-Minute Jump Rope Workout,2017-05-16,262081,4274,73,POPSUGAR Fitness
4713,15-Minute Tight and Toned Strong-Legs Workout,2017-05-14,304514,4026,54,POPSUGAR Fitness
4714,5 Glider Moves For a Flat Belly | Class FitSugar,2017-05-10,27827,815,17,POPSUGAR Fitness
4715,45-Minute Cardio Dance and Toning Workout Mashup | Class FitSugar,2017-05-09,383334,5073,77,POPSUGAR Fitness
4716,20-Minute At-Home Glider Workout With Towels,2017-05-07,426268,6009,84,POPSUGAR Fitness
4717,Partner Cardio Power Move | Class FitSugar,2017-05-03,14820,259,5,POPSUGAR Fitness
4718,30-Minute At-Home Cardio,2017-04-30,724276,6634,160,POPSUGAR Fitness
4719,How Meditation Can Fuel Your Workouts,2017-04-27,116772,541,15,POPSUGAR Fitness
4720,20-Minute Tabata Workout,2017-04-23,2093453,16403,341,POPSUGAR Fitness
4721,Fast and Furious Abs and Booty Workout,2017-04-16,158372,2853,50,POPSUGAR Fitness
4722,Galaxy Yogurt Bark Will Keep You Full and Fit | Glow,2017-04-12,39470,762,16,POPSUGAR Fitness
4723,5-Minute Lower-Abs and Obliques Workout | Class FitSugar,2017-04-09,1194624,13146,103,POPSUGAR Fitness
4724,Cheerleader Lunge | Class FitSugar,2017-04-05,23239,418,11,POPSUGAR Fitness
4725,This 10-Minute Workout Will Leave Your Joints Pain-Free,2017-04-04,123759,2374,69,POPSUGAR Fitness
4726,"3-Move Cardio Circuit to Torch Calories, Fast! | Class FitSugar",2017-03-29,32563,711,8,POPSUGAR Fitness
4727,Torch 300 Calories in 30 Minutes With This Cardio Boot Camp | Class FitSugar,2017-03-26,739063,8298,168,POPSUGAR Fitness
4728,10-Minute Booty Workout For the Muscles You Forget to Work,2017-03-22,289159,4058,32,POPSUGAR Fitness
4729,Latin Dance Workout For Your Living Room (So You Can Dance Like Nobody's Watching),2017-03-21,2481634,23166,732,POPSUGAR Fitness
4730,10-Minute Calorie Burning Cardio and Core Circuit | Class FitSugar,2017-03-19,782545,7517,140,POPSUGAR Fitness
4731,5 Moves to Add to Your Urban Run,2017-03-16,29108,1096,17,POPSUGAR Fitness
4732,5 Boxing-Inspired Moves For a Flat Belly | Class FitSugar,2017-03-15,28963,757,17,POPSUGAR Fitness
4733,Power through the storm with these 5 Running Tips,2017-03-15,78938,652,14,POPSUGAR Fitness
4734,60-Minute Calorie-Torching Cardio-Boxing Workout With Christa DiPaolo | Class FitSugar,2017-03-12,2891505,28108,904,POPSUGAR Fitness
4735,10-Minute Standing Abs Workout,2017-03-08,2479244,23625,313,POPSUGAR Fitness
4736,Burn 300 Calories in 30 Minutes Latin Dance Workout | Class FitSugar,2017-03-05,3844699,43272,1660,POPSUGAR Fitness
4737,7 Moves For 6-Pack Abs | Class FitSugar,2017-03-01,20859,752,7,POPSUGAR Fitness
4738,At-Home Cardio — No Running Required!,2017-02-26,2353671,24427,364,POPSUGAR Fitness
4739,Partner Bicycle Move | Class FitSugar,2017-02-22,48370,451,25,POPSUGAR Fitness
4740,45-Minute Cardio Dance and Toning Workout Mashup | Class FitSugar,2017-02-19,3934711,44802,735,POPSUGAR Fitness
4741,Take 10 to Tighten and Tone Your Waist With This Abs and Back Workout,2017-02-13,2578186,29895,301,POPSUGAR Fitness
4742,20 Minute Sexy Workout Mash-Up | Class FitSugar,2017-02-12,157550,2219,45,POPSUGAR Fitness
4743,4 Exercises to Reverse the Desk Hunch | Class FitSugar,2017-02-08,36047,1059,18,POPSUGAR Fitness
4744,The 40-Minute Boxing and Toning Workout Victoria's Secret Models Love | Class FitSugar,2017-02-05,918819,10350,250,POPSUGAR Fitness
4745,1 Move to Tone Your Thighs From Jeanette Jenkins | Class FitSugar,2017-02-01,33809,935,13,POPSUGAR Fitness
4746,Flat-Belly and Tight-Booty Cardio Dance Workout | Class FitSugar,2017-01-29,5394360,64425,1865,POPSUGAR Fitness
4747,5-Move Warmup to Prevent Injury | Class FitSugar,2017-01-25,42243,838,11,POPSUGAR Fitness
4748,5-Minute Standing Flat-Belly Workout | Class FitSugar,2017-01-23,14022665,171770,1908,POPSUGAR Fitness
4749,20-Minute Flat-Belly and Toned-Arms Workout,2017-01-22,3652500,37008,511,POPSUGAR Fitness
4750,How One Trainer Uses The World As Her Gym,2017-01-20,26501,1002,38,POPSUGAR Fitness
4751,3 Move Leg Circuit From Jeanette Jenkins | Class FitSugar,2017-01-18,31575,800,10,POPSUGAR Fitness
4752,The Ultimate Booty Lift and Tone Workout | Class FitSugar,2017-01-15,706450,9736,140,POPSUGAR Fitness
4753,2-Booty Band Moves For a Tight Butt | Class FitSugar,2017-01-11,31016,572,4,POPSUGAR Fitness
4754,30-Minute Fit & Sexy Full-Body Workout | Class FitSugar,2017-01-08,1433615,12998,267,POPSUGAR Fitness
4755,Tone Your Glutes With This Move | Class FitSugar,2017-01-04,24051,420,7,POPSUGAR Fitness
4756,At-Home Cardio Workout to Strengthen Your Legs,2017-01-01,444616,5536,117,POPSUGAR Fitness
4757,Average People Try the Impossible Chair Challenge | Class FitSugar,2016-12-28,1580475,17807,456,POPSUGAR Fitness
4758,A 30-Minute Tabata Session to Burn Some Serious Calories,2016-12-25,17011874,167567,3982,POPSUGAR Fitness
4759,Physique 57's Founders Help Women Be Their Best Selves,2016-12-22,13853,185,12,POPSUGAR Fitness
4760,Get Abs You Can See | Class FitSugar,2016-12-21,31544,631,13,POPSUGAR Fitness
4761,How Flywheel's Founder Started a Fitness Revolution,2016-12-21,18946,115,4,POPSUGAR Fitness
